property_age,property_type,property_size_sqft,num_rooms,num_bathrooms,location_area,avg_market_price_per_sqft,requested_price,loan_to_value_ratio,approval_status
39,Apartment,3975,6,1,Thumkunta,19012.15,75573282.04,84.82,0
45,Villa,1249,3,4,Chengicherla,16642.8,20786860.98,60.17,1
15,Independent House,1888,5,5,Pragathi Nagar,12062.77,22774510.64,80.72,0
46,Apartment,2805,4,4,Kandukur,9244.18,25929934.03,83.55,0
16,Apartment,4630,1,3,Patancheru,6097.93,28233411.36,74.47,0
39,Apartment,4423,5,3,Shadnagar,7334.91,32442318.14,75.86,0
12,Villa,637,3,1,Turkapally,6428.35,4094858.58,53.91,1
48,Independent House,2256,4,1,Pragathi Nagar,17542.83,39576614.02,71,1
40,Apartment,2421,2,1,Dundigal,15919.21,38540402.85,82.59,0
48,Villa,1407,2,1,ECIL,5529.38,7779834,57.4,1
27,Independent House,2689,1,4,Malkajgiri,11111.56,29878982.25,82.83,0
48,Independent House,4580,3,4,LB Nagar,17124.82,78431692.39,50.02,1
35,Apartment,4800,2,1,Chintal,15815.4,75913922.46,86.75,0
12,Independent House,2677,5,1,Somajiguda,13181.56,35287035.15,55.78,0
27,Villa,1717,5,5,Secunderabad,12996.41,22314828.43,69.81,1
43,Apartment,938,3,3,Gundla Pochampally,3075.41,2884734.42,76.13,1
47,Independent House,2948,6,2,Shamshabad,8496.04,25046331.77,56.67,1
9,Villa,4608,2,3,Nagaram,10321.85,47563073.66,51.38,1
6,Independent House,4914,5,2,Miyapur,7740.83,38038455.73,52.7,1
1,Villa,4495,6,4,Vikarabad,6373.3,28648000.34,68.69,1
14,Villa,3200,6,2,Mallapur,3674.4,11758066.27,53.46,0
14,Independent House,503,6,4,Somajiguda,9244.2,4649834.57,72.27,0
19,Apartment,4149,2,3,Bibi Nagar,15538.27,64468288.41,68.71,1
28,Villa,1635,3,1,Bowrampet,9645.73,15770770.49,71.7,1
3,Apartment,2312,2,3,Quthbullapur,12250.12,28322284.15,80.21,0
1,Independent House,1913,5,1,Jeedimetla,7005.1,13400763.87,78.57,1
19,Apartment,903,2,4,Thumkunta,12278.52,11087501.54,68.06,1
44,Villa,4227,5,4,Gachibowli,15733.73,66506468.19,84.15,0
31,Independent House,1519,5,2,Sainikpuri,7113.61,10805581.1,66.62,0
19,Independent House,3244,1,4,Medchal,11252.5,36503121.88,83.54,0
5,Apartment,2259,5,3,Kapra,5879.93,13282770.28,55.32,1
10,Villa,1547,4,5,Nagole,3767.45,5828252.4,88.73,0
12,Apartment,1969,5,1,Manikonda,19593.02,38578647.49,72.34,1
16,Apartment,2713,4,2,Manoharabad,7842.77,21277440.83,83.18,0
50,Apartment,3511,3,5,Financial District,10985.27,38569275.18,53.37,1
32,Independent House,658,2,4,Kondapur,14971.41,9851190.88,74.96,0
32,Apartment,1327,2,4,Ghatkesar,14595.45,19368167.92,64.98,1
8,Villa,593,1,1,Kothur,18888.68,11200984.58,57.12,0
33,Apartment,2664,5,5,Kothur,13693.75,36480147.66,66.67,1
48,Villa,2622,2,4,Nanakramguda,17269.39,45280334.57,83.07,0
16,Villa,988,2,3,Keesara,6138.47,6064807.24,64.74,0
42,Apartment,1568,4,1,LB Nagar,14594.77,22884605.18,89.62,0
22,Apartment,3091,6,5,Bachupally,8841.87,27330205.11,60.31,0
15,Apartment,2298,3,3,Pragathi Nagar,19639.62,45131837.88,67.28,1
39,Villa,661,4,1,Shankarpally,4318.92,2854808.6,74.04,0
18,Villa,2121,3,5,Rai Durg,4201.22,8910786.87,63.58,0
16,Villa,4949,4,1,Financial District,3795.5,18783936.86,55.09,1
1,Villa,3694,1,3,Ghatkesar,19679.2,72694951.68,81.18,0
39,Apartment,1925,3,2,Manoharabad,6014.14,11577214.34,78.66,1
24,Villa,692,5,3,Mallampet,13715.32,9491000.99,52.71,1
42,Independent House,636,5,1,Gopanpally,11671.7,7423202.32,72.02,1
5,Independent House,2336,5,3,Tarnaka,19129.87,44687371.1,62.6,1
49,Independent House,3204,5,2,Somajiguda,7849.34,25149287.98,72.48,1
39,Apartment,1201,3,4,Rai Durg,19832.39,23818699.38,70.95,0
32,Villa,1172,4,1,Safilguda,3974.12,4657670.11,80.39,0
10,Villa,2410,1,4,Alwal,14567.83,35108474.68,58.8,1
46,Villa,525,1,2,Bowenpally,3419.93,1795461.61,81.93,0
2,Villa,1823,2,4,Safilguda,19228.03,35052697.5,54.82,1
40,Independent House,1187,5,1,Koheda,16656.8,19771617.1,71.9,1
32,Independent House,3559,3,2,Miyapur,9519.24,33878966.65,86.42,0
2,Independent House,1369,6,1,Shamshabad,15931.07,21809639.22,86.91,0
28,Independent House,2183,3,2,Rai Durg,15864.97,34633229.97,78.77,1
36,Apartment,1296,6,2,Kapra,11993.77,15543920.57,50.07,0
13,Villa,4321,1,3,Yadagirigutta,19384.66,83761096.35,88.25,0
15,Independent House,3497,5,1,Shabad,10993.29,38443521.73,74.73,0
23,Independent House,2834,5,4,Dundigal,14221.94,40304989.7,52.22,1
31,Independent House,4481,1,5,Kandukur,13762.99,61671950.58,59.38,1
26,Independent House,2311,1,3,Choutuppal,6613.64,15284113.98,67.25,1
46,Villa,1069,1,2,Begumpet,5759.54,6156947.18,80.35,0
46,Apartment,3493,5,3,Kapra,16618.65,58048950.87,74.57,1
5,Apartment,1633,3,4,Thimmapur,6045.17,9871760.37,56.83,1
6,Apartment,781,3,3,ECIL,11980.6,9356849.91,84.1,0
34,Apartment,864,4,4,Financial District,14407.41,12448002.19,59.63,1
22,Independent House,4834,5,2,Cherlapally,16641.43,80444656.67,79.72,0
10,Apartment,2463,2,2,Mangalpally,10287.22,25337413,54.22,1
32,Apartment,4018,2,4,Pocharam,18025.55,72426679.41,79.5,1
37,Independent House,3419,1,2,Ghatkesar,3743.68,12799632.57,68.85,1
30,Independent House,1165,4,3,Shamirpet,3466.43,4038387.94,56.43,0
2,Independent House,1360,4,3,Tarnaka,18714.21,25451326.82,57.67,1
25,Independent House,3006,5,3,Chandanagar,16784.79,50455075.62,69.61,1
44,Independent House,1034,2,5,Rajendranagar,16177.54,16727572.7,71.94,1
44,Independent House,1018,3,1,Adibatla,15395.78,15672905.98,71.01,1
49,Independent House,2341,2,1,ECIL,15511.59,36312621.58,69.67,1
50,Independent House,3835,5,4,Moinabad,11749.81,45060511.76,52.43,0
17,Villa,4077,4,5,Sainikpuri,4408.37,17972942.81,64.94,1
20,Villa,646,5,1,Malkajgiri,16163.23,10441445.28,70.84,1
23,Villa,615,2,1,Patancheru,6747.49,4149705.59,52.58,1
19,Independent House,4039,6,4,Maheshwaram,12802.48,51709218.38,65.22,1
12,Independent House,1845,4,2,Yadagirigutta,7433.59,13714973.97,57.33,0
11,Apartment,4380,2,3,Nagole,13297.39,58242547.73,67.69,0
8,Villa,4868,5,2,ECIL,8783.15,42756362.23,73.5,1
27,Apartment,1990,3,4,Turkapally,9475.71,18856654.59,62.48,0
33,Independent House,2844,6,2,Gopanpally,7365.94,20948733.16,54.95,0
24,Independent House,2428,2,4,Keesara,7999.99,19423979.86,67.68,1
49,Apartment,3395,6,5,Kondapur,12837.33,43582721.05,64.57,0
21,Independent House,671,6,1,Mallampet,13045.14,8753291.85,88.48,0
39,Apartment,1220,6,4,Pocharam,16529.08,20165481.42,84.88,0
48,Independent House,893,2,3,Nacharam,17742.78,15844306.98,64.35,0
6,Apartment,3472,5,2,Bolarum,16058.98,55756762.83,56.33,1
32,Independent House,4003,4,5,Gundla Pochampally,18173.32,72747810.84,62.25,0
9,Villa,4010,3,3,Nallagandla,5681.5,22782823.39,56.59,0
12,Villa,2574,1,1,Malkajgiri,3638.8,9366277.17,67.45,1
12,Villa,2271,1,2,Rudraram,16447.4,37352035.57,63.1,0
47,Villa,2301,3,4,Nagaram,10791.99,24832377.15,65.71,1
22,Villa,2582,5,2,Malkajgiri,5865.89,15145726.6,79.85,1
27,Villa,4823,4,3,Turkapally,9962.82,48050685.82,64.89,1
47,Villa,1352,6,1,Rampally,8844.38,11957600.11,56.58,1
46,Apartment,3116,3,3,Shamirpet,15026.13,46821424.58,57.72,1
48,Apartment,4649,4,4,Beeramguda,11721.51,54493320.25,59.73,1
22,Villa,615,4,5,Nallagandla,4972.63,3058169.28,81.83,0
27,Apartment,4832,1,2,Bachupally,9594.79,46362029.61,80.7,0
31,Independent House,4619,6,3,Bibinagar,18485.2,85383156.63,74.1,1
22,Apartment,4636,2,1,Himayatnagar,3877.55,17976302.42,64.11,1
14,Apartment,4145,1,2,Isnapur,16418.33,68053985.12,80.48,0
24,Villa,1130,1,3,Ibrahimpatnam,19844.02,22423746.77,70.61,1
39,Villa,1929,4,2,Mehdipatnam,16557.66,31939723.25,58.61,0
25,Villa,2606,5,1,Malkajgiri,14188.5,36975243.72,68.97,1
35,Independent House,4448,2,4,Yacharam,13942.72,62017224.99,52.09,1
50,Independent House,1997,2,5,Nacharam,8706.53,17386934.85,59.42,1
41,Villa,2738,2,5,Quthbullapur,3141.1,8600332.47,89.67,0
45,Independent House,4934,2,5,Mallapur,15806.24,77987977.28,50.05,1
24,Apartment,2897,1,4,Kompally,19021.4,55105009.84,65.5,1
40,Apartment,3294,6,4,Rajendranagar,8915.77,29368534.17,52.12,1
27,Independent House,1506,4,2,Tukkuguda,15859.29,23884092.66,73.21,0
21,Apartment,4694,1,4,Madhapur,4942.84,23201673.31,73.22,1
2,Apartment,3355,4,1,Nanakramguda,15876.85,53266841.3,71.24,0
37,Apartment,2091,3,5,Pargi,18017.85,37675319.07,80.61,0
19,Independent House,2900,3,4,Nallagandla,14411.44,41793172.78,52.79,1
13,Apartment,2565,4,4,Shamshabad,16990.26,43580027.8,55.32,1
40,Independent House,676,4,3,Isnapur,3603.7,2436098.3,88.58,0
1,Apartment,1708,5,5,Nallagandla,6526.07,11146535.79,79.47,1
3,Villa,3427,4,3,Medchal,11931.96,40890813.16,81.15,0
37,Villa,4262,6,1,Beeramguda,18383.4,78350045.51,58,1
41,Apartment,3744,6,5,Chintal,12481.48,46730672.75,53.95,0
22,Apartment,3962,4,3,Banjara Hills,8120.95,32175211.17,51.66,0
20,Villa,2681,4,5,Bachupally,10008.05,26831577.27,70.59,1
37,Apartment,704,6,3,Ghatkesar,17103.98,12041205,71.92,0
7,Villa,2278,3,5,Isnapur,4505.61,10263770.33,66.47,0
36,Apartment,2419,4,2,Aushapur,14494,35060984.81,85.49,0
3,Apartment,3433,4,5,Bolarum,5283.62,18138658.59,68.83,0
42,Apartment,2275,4,4,Rajendranagar,13597.01,30933189.77,56.27,0
5,Villa,3998,2,5,Bachupally,11868.27,47449347.08,77.09,0
4,Villa,886,3,3,Nawabpet,7219.76,6396706.82,72.87,1
26,Villa,1003,2,4,Abids,14153.68,14196141.27,64.24,1
25,Villa,2720,4,2,Medchal,6673.28,18151323.33,72.4,1
32,Apartment,2791,3,3,Rai Durg,10279.94,28691309.81,61.87,0
17,Independent House,4235,3,3,Uppal,5357.66,22689687.04,60.2,1
28,Independent House,1874,5,4,Pragathi Nagar,4658.35,8729743.7,87.44,0
33,Independent House,835,1,3,Tarnaka,3115.09,2601101.43,56.49,0
26,Independent House,562,6,5,Isnapur,7219.06,4057110.18,61.04,1
21,Apartment,2130,4,2,Kapra,16196.45,34498441.06,61.97,1
24,Independent House,2625,1,5,Gundla Pochampally,10694.03,28071821.37,63.61,1
10,Apartment,2614,1,1,Dilsukhnagar,13854.7,36216177.01,67.64,1
36,Apartment,4774,6,5,Adibatla,18708.98,89316655.79,60.26,0
23,Villa,1106,3,5,Chandanagar,7347.65,8126497.66,67.85,1
28,Apartment,3751,2,1,Mallampet,3651.36,13696238.17,58.85,0
27,Independent House,1665,5,4,Gundla Pochampally,5656.16,9417507.71,54.42,0
50,Villa,1443,4,2,Pargi,5633.35,8128928.6,52.64,0
1,Apartment,2039,4,3,Bowenpally,3227.09,6580044.64,84.79,0
3,Apartment,517,3,1,Madhapur,15189.65,7853050.97,74.96,1
5,Apartment,4676,2,1,Kothur,3476.73,16257184.88,70.73,1
34,Apartment,4045,4,5,Himayatnagar,7500.86,30340978.34,76.51,0
16,Independent House,4658,6,1,Ibrahimpatnam,5558.98,25893737.15,60.1,0
23,Villa,2894,1,4,Beeramguda,3212.16,9296002.48,69.19,1
48,Apartment,2232,2,4,Yacharam,3199.03,7140226.84,82.41,0
39,Independent House,2662,3,4,Pargi,12667.07,33719747.17,51.21,1
37,Independent House,540,2,2,Shankarpally,19835.06,10710934.67,61.86,1
4,Independent House,3037,2,2,Aushapur,13310.56,40424160.53,50.79,1
13,Apartment,2095,1,4,Bowrampet,10533.94,22068613.18,51.6,1
37,Independent House,3839,5,1,Ameerpet,18855.95,72387979.03,65.33,1
25,Independent House,3996,1,1,Nagaram,11768.86,47028363.57,88.87,0
45,Apartment,4295,2,4,Keesara,13060.12,56093234.03,79.54,1
35,Villa,3805,1,1,Dundigal,18307.34,69659417.13,73.37,1
22,Apartment,2991,6,3,Thumkunta,11627.74,34778584.33,52.12,1
45,Apartment,4490,1,5,Pargi,13241.46,59454174.25,62.27,1
47,Villa,4669,1,3,Mallampet,10852.17,50668777.09,81.23,0
30,Villa,3545,5,3,Shamshabad,3774.25,13379716.25,76.04,1
14,Villa,3932,3,2,Patancheru,5680.69,22336464.03,54.84,1
4,Independent House,1419,1,1,Thumkunta,11383,16152483.02,87.55,0
33,Independent House,3028,2,4,Madhapur,10725.36,32476384.09,69.13,1
31,Villa,4692,3,5,Nallagandla,15187.59,71260172.62,68.42,0
38,Independent House,2433,4,4,Thimmapur,16958.74,41260608.77,78.19,1
16,Independent House,2212,2,5,Ghatkesar,17615.48,38965433.92,78.97,1
50,Villa,1573,1,4,Tellapur,4333.43,6816491.2,86.82,0
12,Villa,3448,2,3,Pocharam,17401.56,60000570.38,73.42,1
19,Apartment,1758,2,3,Maheshwaram,13114.22,23054800.21,82.43,0
42,Independent House,2194,4,3,Maheshwaram,9945.49,21820403.22,65.21,0
31,Independent House,4911,3,3,Tellapur,9582.72,47060754.87,83.28,0
2,Villa,1487,1,3,Isnapur,19707.62,29305235.17,66.71,1
33,Apartment,4019,4,3,Uppal,8712.66,35016199.77,82.37,0
3,Villa,3740,5,4,Ameerpet,19544.25,73095486.28,57.62,0
13,Independent House,648,2,4,Mehdipatnam,5872.1,3805124.04,53.24,1
44,Villa,3102,5,1,Jalpally,9095.33,28213725.05,63.17,1
41,Apartment,1446,2,1,Rampally,14333.73,20726567.26,51.57,0
32,Apartment,2521,4,5,ECIL,8207.01,20689879.44,65.47,1
49,Villa,4625,2,1,Mallapur,4024.41,18612895.24,57.58,1
30,Independent House,4709,3,4,Bolarum,14260.42,67152315.37,61.97,1
19,Independent House,1925,4,1,Nanakramguda,19622.49,37773301.18,60.75,0
8,Villa,3643,6,3,Mallampet,3930.59,14319142.52,86.57,0
39,Villa,1483,6,2,Ghatkesar,17896.55,26540591.05,77.05,0
31,Apartment,3984,3,5,Keesara,16235.48,64682167.17,58.91,1
44,Apartment,2366,1,4,Quthbullapur,10701.67,25320152.48,77.22,1
33,Villa,4759,2,5,Banjara Hills,10197.26,48528753.54,67.32,1
4,Apartment,3400,2,1,Chengicherla,11417.93,38820945.03,80.28,0
40,Independent House,2548,1,3,Shadnagar,4366.75,11126480.93,63.28,1
7,Villa,3078,3,5,Pragathi Nagar,5190.08,15975080.95,57.22,1
2,Villa,1456,4,3,Keesara,15029.26,21882606.46,82.9,0
16,Apartment,2719,6,1,Nawabpet,12536.15,34085780.06,55.59,1
22,Independent House,2076,1,5,Chandanagar,19102.14,39656049.38,53.98,0
4,Apartment,1474,6,3,Shankarpally,8665.98,12773650.82,60.64,0
6,Independent House,4894,6,3,Tellapur,9950.47,48697610.93,67.28,0
25,Villa,1895,1,1,Financial District,3990.78,7562522.63,60.27,1
44,Independent House,4405,6,1,Vikarabad,9995.32,44029406.29,88.03,0
9,Villa,3466,4,4,Gachibowli,7148.57,24776945.61,70.15,1
12,Villa,2189,2,4,Nanakramguda,13155.9,28798267.72,50.88,1
27,Villa,816,1,2,Kompally,6463.11,5273896.68,88.3,0
1,Apartment,4307,1,5,Alwal,16382.09,70557661.67,57.39,0
17,Independent House,2443,4,3,Secunderabad,18634.42,45523879.86,62.96,1
2,Villa,4811,6,2,Bhongir,7761.04,37338377.32,59.12,1
32,Independent House,1148,3,2,Bolarum,4411.19,5064043.93,87.97,0
27,Villa,2561,3,2,Medchal,6532.58,16729930.01,61.42,1
22,Villa,2571,2,5,Ghatkesar,14868.14,38225999.01,69.74,1
1,Villa,1774,4,4,Manoharabad,4334.76,7689866.52,85.96,0
44,Villa,835,6,2,Moula Ali,16048.93,13400859.24,70.7,0
26,Independent House,4180,5,1,Bolarum,11292.68,47203408.27,52.46,1
16,Apartment,1241,3,5,Jalpally,5483.01,6804410.39,60.63,1
42,Independent House,2444,6,3,Alwal,6882.04,16819715.31,61.64,1
17,Villa,1453,2,5,Kothapet,10778.91,15661757.48,78.99,0
25,Apartment,2243,5,3,Mallampet,13143.7,29481328.95,74.97,0
31,Apartment,2273,6,3,ECIL,3295.18,7489948.99,65.8,1
11,Villa,4023,6,5,Kapra,6149.13,24737936.65,58.39,1
42,Independent House,4616,2,2,Nagaram,8178.36,37751327.93,70.84,1
14,Villa,4549,1,4,Sangareddy,16382.9,74525789.5,55.07,1
50,Villa,2572,4,5,Yadagirigutta,16931.18,43547001.69,84.8,0
25,Villa,2617,1,1,Financial District,19053,49861693.4,85.06,0
1,Apartment,1102,3,5,Shamshabad,3253.37,3585215.4,69.68,1
46,Apartment,2512,4,1,Thumkunta,8581.85,21557619.75,85.84,0
42,Independent House,1284,4,4,Isnapur,10900.74,13996545.13,72.16,1
8,Independent House,1933,1,3,Uppal,4847.82,9370826.58,79.28,1
39,Villa,2504,4,3,Miyapur,5699.93,14272624.96,86.12,0
12,Apartment,2879,5,5,Tolichowki,16794.21,48350522.41,65.36,0
3,Apartment,4987,5,4,Chengicherla,12442.54,62050924.75,55.17,1
13,Independent House,4144,5,4,Kothur,9309.69,38579373.34,79.9,1
32,Apartment,1267,3,3,Ameerpet,13417.19,16999585.63,50.82,0
21,Villa,2774,1,5,Bachupally,19885.93,55163572.16,74.89,0
22,Apartment,1942,2,5,Tukkuguda,4222.81,8200706.68,85.38,0
11,Independent House,3566,1,5,ECIL,19298.59,68818774.57,69.65,1
29,Independent House,3155,4,4,Gundlapochampally,7222.43,22786752.72,51.42,1
25,Independent House,4371,6,2,Shamshabad,7726.8,33773858.07,58.43,0
22,Apartment,3919,2,5,Rudraram,8358.23,32755906.25,65.62,0
22,Independent House,4497,6,5,Tukkuguda,5070.19,22800634.06,85.72,0
29,Independent House,4067,6,3,Adibatla,6543.41,26612054.56,66.41,1
37,Apartment,2916,6,1,Cherlapally,18538.62,54058621.96,73.79,1
2,Apartment,2394,4,5,Begumpet,3467.33,8300792.79,57.81,0
7,Villa,3540,4,3,Nacharam,4192.93,14842965.53,52.52,0
18,Independent House,2786,2,1,Safilguda,17139.02,47749315.38,66.31,1
41,Apartment,1933,5,4,Nawabpet,4725.59,9134558.17,61.8,1
39,Apartment,1696,4,4,Pragathi Nagar,16394.58,27805204.62,78.82,1
46,Independent House,3585,4,5,Financial District,15978.7,57283655.47,77.16,1
35,Independent House,4727,4,5,ECIL,18960.05,89624154.53,75.45,1
26,Independent House,4272,6,1,Gachibowli,10623.29,45382715.54,83.85,0
46,Villa,2485,4,2,Patancheru,3417.71,8493017.47,64.18,1
37,Apartment,2267,4,3,Tellapur,18636.31,42248506.38,80.3,0
18,Apartment,2643,6,3,Uppal,3400.44,8987367.97,64.44,0
36,Apartment,3626,6,4,Manikonda,8639.03,31325138.7,72.52,0
6,Villa,1780,3,4,Shabad,11828.38,21054512.08,51.02,1
30,Villa,2048,4,4,Shamirpet,12959.31,26540659.25,62.34,1
23,Villa,3204,6,2,Rajendranagar,19305.39,61854466.06,63.28,1
48,Independent House,2946,4,1,Shamshabad,15188.75,44746050.54,79.25,1
12,Independent House,3014,3,1,Abids,8462.13,25504856.16,54.94,1
25,Independent House,4088,1,5,Abids,8655.69,35384445.5,79.24,0
14,Independent House,655,1,5,Tarnaka,4282.03,2804727.4,85.93,0
7,Villa,2606,3,3,Sagar Road,10260.14,26737931.9,87.99,0
40,Villa,594,5,2,Nagole,11771.23,6992113.31,68.16,0
15,Independent House,3774,6,2,Jalpally,7421.81,28009907.18,57.67,1
12,Apartment,3742,1,5,Financial District,9372.29,35071099.87,72.72,1
17,Villa,4154,1,4,Tarnaka,12971.92,53885337.02,81.88,0
10,Independent House,1179,6,5,Mehdipatnam,12267.55,14463445.3,68.3,1
31,Apartment,1178,5,5,Kukatpally,14099.19,16608842.05,73.63,1
1,Independent House,3603,6,4,Kollur,9656.85,34793620.55,60.63,0
1,Apartment,2803,2,4,Tarnaka,15061.08,42216204.34,67.04,1
34,Independent House,3699,3,5,Shamirpet,5088.56,18822567.33,60.81,0
38,Villa,747,1,1,Kondapur,18603.38,13896723.51,84.53,0
13,Independent House,2865,6,4,Kothapet,4771.32,13669833.85,87.69,0
6,Independent House,3824,6,3,Mehdipatnam,16803.73,64257448.26,82.03,0
1,Independent House,3984,6,1,Nagaram,6874.96,27389829.29,80.49,0
25,Independent House,764,6,3,Dilsukhnagar,11913.81,9102148.86,52.67,1
20,Apartment,2660,6,1,Jubilee Hills,19893.93,52917847.98,83.97,0
23,Villa,665,6,2,Jalpally,4817.44,3203595.63,62.31,0
41,Villa,3615,4,5,Gachibowli,13804.87,49904603.92,79.59,0
46,Independent House,1656,3,1,LB Nagar,19198.69,31793022.85,78.01,0
30,Villa,2779,1,4,Quthbullapur,19948.79,55437678.01,66.48,0
2,Independent House,2680,3,3,Jubilee Hills,12435.59,33327378.22,64.34,1
7,Independent House,2168,2,4,Medchal,19196.25,41617471.46,58.05,0
15,Villa,3053,2,3,Safilguda,8745,26698474.31,73.54,0
18,Apartment,2010,1,3,Kondapur,13839.75,27817888.34,51.61,1
33,Independent House,2397,3,5,Kandukur,3367.73,8072444.68,88.58,0
21,Villa,2003,2,2,Narsingi,8909.36,17845444.38,79.15,0
40,Apartment,2821,4,4,ECIL,12382.75,34931747.98,88.32,0
40,Villa,4285,1,5,Nagaram,13729.08,58829112.75,63.28,1
15,Independent House,3550,1,2,Thimmapur,3024.05,10735377.54,88.2,0
48,Independent House,896,4,5,Narsingi,17761.79,15914566.21,80.48,0
18,Independent House,1489,6,3,Jeedimetla,16139.26,24031351.42,72.82,0
18,Independent House,535,3,2,Safilguda,16329.99,8736543.16,67.05,0
21,Villa,2761,1,3,Banjara Hills,14026.85,38728138.99,67.15,1
5,Villa,4355,1,4,Kothapet,12626.13,54986803.46,52.88,0
35,Apartment,4454,6,2,Bolarum,18117.81,80696736.56,76.7,1
42,Apartment,3295,6,2,Yadagirigutta,7197.66,23716302.58,59.32,0
1,Villa,3689,1,4,Chintal,17573.25,64827737.63,58.65,0
29,Independent House,1944,1,2,Manikonda,3813.66,7413755.53,87.07,0
24,Apartment,3527,6,1,Ibrahimpatnam,16270.77,57386997.73,79.76,0
37,Villa,2925,4,5,Nagole,5894.64,17241821.2,61.11,0
26,Apartment,4649,2,1,Beeramguda,14221.56,66116016.62,71,1
6,Villa,4870,1,3,Shadnagar,3406.95,16591856.93,63.58,1
50,Independent House,1485,2,3,Ibrahimpatnam,11922,17704172.41,63.59,1
25,Villa,2859,5,4,Malkajgiri,19733.98,56419439.78,82.5,0
32,Apartment,3619,6,3,Somajiguda,12195.45,44135339.47,76.25,1
27,Independent House,2465,1,5,Chengicherla,15765.98,38863152.97,57.86,1
6,Villa,1203,4,3,Bowrampet,7694.9,9256967.95,87.1,0
31,Independent House,1650,4,4,Bibi Nagar,12656.74,20883628.53,68.74,0
7,Independent House,2697,6,2,ECIL,5492.17,14812387,87.04,0
5,Independent House,1720,1,3,Gachibowli,17845.71,30694628.5,78.19,1
12,Villa,901,3,2,Manikonda,6335.3,5708107.94,83.18,0
45,Independent House,3565,2,1,Himayatnagar,17465.79,62265556.67,85.67,0
10,Independent House,4251,1,2,Pocharam,3490.45,14837902.06,73.82,1
40,Villa,4977,1,5,Himayatnagar,16471.94,81980850.2,83.81,0
16,Villa,3836,6,4,Bolarum,3791.32,14543498.35,80.82,0
27,Apartment,4588,3,1,Thimmapur,3150.73,14455566.29,60.52,0
45,Apartment,683,1,3,Quthbullapur,5044.27,3445238.08,84.3,0
39,Apartment,783,3,4,Keesara,15254.66,11944402.06,63.74,1
7,Apartment,2132,2,1,Nallagandla,16329.91,34815363.29,88.41,0
5,Apartment,3846,4,1,Malkajgiri,14236.58,54753900.19,80.24,0
16,Apartment,3427,4,2,Bachupally,9553.62,32740247.97,74.36,1
3,Independent House,4320,1,1,Choutuppal,17885.6,77265798.88,64.07,1
38,Apartment,4797,2,4,Nagole,19847.66,95209227.64,52.43,1
32,Villa,1099,5,1,Mehdipatnam,7316.55,8040890.14,87.38,0
2,Villa,500,2,3,Choutuppal,18073.68,9036839.07,61.51,1
24,Villa,4326,4,2,Miyapur,15844.16,68541819.52,84.25,0
15,Independent House,3576,4,3,Miyapur,12145.37,43431856.28,72.51,0
21,Apartment,3863,6,2,Chandanagar,5604.37,21649678.33,64.17,1
12,Apartment,4991,1,4,Hitech City,16404.11,81872932.71,66.7,1
10,Apartment,2750,4,2,Kapra,3754.89,10325944.36,78.6,1
11,Villa,4938,1,2,Bolarum,9954.91,49157362.32,88.06,0
31,Independent House,717,5,2,Bolarum,15737.54,11283818.02,61.04,0
40,Independent House,2104,2,5,Alwal,14842.35,31228312.62,79.89,1
20,Apartment,1959,6,5,Nagole,4041.87,7918020.61,55.68,0
12,Independent House,3665,4,2,Aushapur,7194.24,26366897.46,67.01,0
19,Villa,1372,2,2,Mangalpally,15277.15,20960255.4,88.18,0
14,Apartment,3986,6,2,Nallagandla,10386.03,41398705.22,82.99,0
9,Apartment,1660,5,5,Shamshabad,13725.88,22784959.09,88.19,0
46,Villa,4863,4,5,Ibrahimpatnam,15630.65,76011843.97,60.68,0
26,Villa,4022,1,5,Patancheru,4396.07,17680983.03,84.32,0
3,Independent House,2742,5,2,Tolichowki,13795.11,37826197.88,73.54,1
6,Apartment,2739,5,4,Alwal,18617.43,50993150.11,69.8,1
34,Independent House,3373,5,2,Tukkuguda,6724.44,22681544.77,82.77,0
5,Independent House,3815,2,1,Nanakramguda,19235.5,73383418.39,85.9,0
42,Independent House,1998,1,5,Patancheru,8754.05,17490583.76,61.66,1
35,Independent House,1734,2,2,Banjara Hills,7430.56,12884597.35,52.05,0
23,Villa,1961,3,3,Kapra,4239.95,8314538.79,82.16,0
22,Apartment,4308,1,5,Moula Ali,17245.06,74291714.34,50.86,1
44,Villa,2511,3,1,Mehdipatnam,10872.92,27301894.81,79.14,1
21,Apartment,825,1,1,Mallapur,19790.58,16327230.26,85.67,0
49,Apartment,582,1,3,Malkajgiri,8227.17,4788213.03,61.79,1
33,Villa,1944,5,3,Isnapur,10037.88,19513631.17,61.84,1
43,Independent House,887,5,5,Dundigal,16374.11,14523839.43,58.48,1
24,Independent House,1582,1,1,Aushapur,12652.74,20016627.87,68.51,0
42,Villa,1404,6,2,Moula Ali,17600.3,24710816.1,70.34,1
21,Villa,4681,3,5,Alwal,3128.01,14642221.98,67.2,1
31,Independent House,913,4,3,Mallapur,16112.91,14711086.45,54.85,1
50,Apartment,739,3,5,Bowrampet,12795.15,9455615,88.82,0
27,Independent House,692,5,1,Shabad,12148.47,8406743.54,57.93,0
15,Independent House,4197,3,2,Mallampet,4751.01,19939972.29,69.44,1
1,Villa,3683,5,5,Bachupally,16472.08,60666682.44,73.78,1
35,Independent House,821,3,4,Himayatnagar,14540.56,11937803.55,54.11,1
26,Apartment,4838,2,4,Yacharam,12044.65,58271995.94,57.33,1
